user_location_latitude,user_location_longitude,srch_destination_latitude,srch_destination_longitude
34.229883,-118.553978,40.80165,-124.15743
33.052429,-117.295522,40.80165,-124.15743
37.483438,-122.226053,40.80165,-124.15743
37.7873335,-122.4134715,40.80165,-124.15743
37.9179895,-122.0645575,40.80165,-124.15743
38.593696,-121.28569,40.80165,-124.15743
37.505695,-120.86916,40.80165,-124.15743
37.7850695,-122.244356,40.80165,-124.15743
NA,NA,40.80165,-124.15743
29.665193,-95.178331,40.80165,-124.15743
37.6651305,-122.097464,40.80165,-124.15743
NA,NA,40.80165,-124.15743
NA,NA,40.80165,-124.15743
44.05211,-123.08964,40.80165,-124.15743
47.047835,-122.8230885,40.80165,-124.15743
46.591275,-112.00536,40.80165,-124.15743
33.393131,-111.839375,40.80165,-124.15743
47.58816,-122.23582,40.80165,-124.15743
34.140194,-118.025184,40.80165,-124.15743
34.49321,-93.08279,40.80165,-124.15743
29.804927,-94.982003,40.80165,-124.15743
39.5815295,-104.875453,40.80165,-124.15743
38.593696,-121.28569,40.80165,-124.15743
44.05211,-123.08964,40.80165,-124.15743
40.75512,-73.983009,9.016501,38.779329
NA,NA,9.016501,38.779329
47.614658,-122.33536,9.016501,38.779329
41.1335295,-73.4260705,30.46524,-9.6271
32.06849,-81.112845,33.95772,-83.388577
33.2829465,-84.291556,33.95772,-83.388577
43.03867,-87.91772,33.95772,-83.388577
39.32864,-84.42573,33.95772,-83.388577
35.44583,-86.77678,33.95772,-83.388577
NA,NA,33.95772,-83.388577
43.27836,-71.81151,33.95772,-83.388577
35.71455,-78.83981,33.95772,-83.388577
29.02811,-81.3088605,33.95772,-83.388577
30.3279525,-97.738881,33.95772,-83.388577
43.152895,-78.696895,33.95772,-83.388577
36.15244,-86.7322445,33.95772,-83.388577
32.06849,-81.112845,33.95772,-83.388577
34.059768,-118.312427,33.95772,-83.388577
34.29161,-83.83084,33.95772,-83.388577
34.22335,-85.15452,33.95772,-83.388577
34.03233,-81.03415,33.95772,-83.388577
34.03233,-117.95037,42.06452,-102.8329
NA,NA,43.26096,76.98173
NA,NA,43.26096,76.98173
30.444487,-97.665665,30.364678,-103.639926
30.3279525,-97.738881,35.19135,-101.89983
35.103263,-106.621762,35.19135,-101.89983
32.834626,-96.81629,35.19135,-101.89983
28.453002,-81.456739,35.19135,-101.89983
33.022779,-96.513809,35.19135,-101.89983
29.769607,-95.42647,35.19135,-101.89983
35.6847955,-105.9455875,35.19135,-101.89983
NA,NA,35.19135,-101.89983
36.02347,-95.95793,35.19135,-101.89983
28.072337,-81.95632,35.19135,-101.89983
39.7478,-104.9406725,35.19135,-101.89983
NA,NA,35.19135,-101.89983
NA,NA,35.19135,-101.89983
34.80824,-102.411115,35.19135,-101.89983
32.8643,-96.639036,35.19135,-101.89983
29.78457,-95.759305,35.19135,-101.89983
26.838153,-80.104156,35.19135,-101.89983
42.0162815,-87.9599095,35.19135,-101.89983
30.39348,-88.9366795,35.19135,-101.89983
30.268643,-81.601406,35.19135,-101.89983
NA,NA,35.19135,-101.89983
41.89042,-87.62904,35.19135,-101.89983
30.3279525,-97.738881,35.19135,-101.89983
35.192965,-111.6511595,35.19135,-101.89983
33.10532,-96.817102,35.19135,-101.89983
33.806974,-117.915298,35.19135,-101.89983
32.70468,-96.27858,35.19135,-101.89983
35.46408,-97.56946,35.19135,-101.89983
40.32617,-75.12968,35.19135,-101.89983
36.67576,-121.64058,35.19135,-101.89983
32.70209,-96.00075,35.19135,-101.89983
33.19873,-97.13842,35.19135,-101.89983
33.081575,-96.859224,35.19135,-101.89983
32.729658,-97.790185,35.19135,-101.89983
NA,NA,35.19135,-101.89983
44.017942,-90.502928,35.19135,-101.89983
47.46612,-122.21846,35.19135,-101.89983
30.8484,-96.96831,35.19135,-101.89983
31.875055,-102.3250195,35.19135,-101.89983
30.21374,-93.36736,35.19135,-101.89983
40.131367,-75.5154685,35.19135,-101.89983
26.176243,-80.227383,35.19135,-101.89983
31.9800805,-102.118735,35.19135,-101.89983
28.453002,-81.456739,35.19135,-101.89983
28.59647,-81.36529,31.961623,35.906622
33.7589545,-118.0114925,31.961623,35.906622
33.420489,-117.611579,31.961623,35.906622
41.89042,-87.62904,31.961623,35.906622
41.43286,-71.51585,31.961623,35.906622
28.59647,-81.36529,31.961623,35.906622
40.055055,-75.65421,31.961623,35.906622
38.8685255,-77.073585,31.961623,35.906622
44.83081,-87.38925,31.961623,35.906622
40.75512,-73.983009,31.961623,35.906622
41.548299,-72.68571,52.37382,4.905561
43.67894,-92.98476,17.13924,-61.85634
43.67894,-92.98476,17.13924,-61.85634
26.162987,-81.793523,45.08239,-83.47018
41.25553,-96.05259,45.08239,-83.47018
37.389234,-122.0224,-16.41234,-71.47617
48.0733145,-123.112793,46.12418,-123.6769
44.67533,-90.18007,31.64368,74.87003
44.974364,-93.27235,44.26222,-88.46827
41.89042,-87.62904,44.26222,-88.46827
38.963475,-92.3246895,44.26222,-88.46827
45.53246,-122.6637,44.26222,-88.46827
30.423945,-91.101795,44.26222,-88.46827
40.75512,-73.983009,44.26222,-88.46827
44.26299,-88.463255,44.26222,-88.46827
45.9359,-96.900175,44.93607,-97.09045
45.03489,-99.12714,44.93607,-97.09045
40.98073,-76.023575,44.317156,-69.80534
33.3569275,-117.247328,44.317156,-69.80534
41.89042,-87.62904,44.317156,-69.80534
33.488291,-112.072892,44.317156,-69.80534
33.028782,-96.7917885,44.317156,-69.80534
33.679011,-117.8395565,30.29966,-97.78872
35.18804,-79.469065,43.94932,4.816989
36.968835,-122.02084,43.94932,4.816989
40.298944,-73.98082,43.94932,4.816989
42.046444,-87.6833325,43.94932,4.816989
40.75512,-73.983009,43.94932,4.816989
NA,NA,43.94932,4.816989
33.420489,-117.611579,18.180819,-63.134483
40.7385205,-73.910906,18.180819,-63.134483
42.052412,-87.938644,18.180819,-63.134483
38.90522,-77.036549,18.180819,-63.134483
35.82362,-78.647223,18.180819,-63.134483
35.95221,-80.00329,18.180819,-63.134483
25.77746,-80.21789,18.180819,-63.134483
NA,NA,18.180819,-63.134483
38.99796,-77.02829,42.26536,-85.58328
NA,NA,42.26536,-85.58328
41.89042,-87.62904,42.26536,-85.58328
42.90041,-83.679048,42.26536,-85.58328
43.6104595,-84.739925,42.26536,-85.58328
42.26229,-85.594769,42.26536,-85.58328
42.046444,-87.6833325,42.26536,-85.58328
42.26229,-85.594769,42.26536,-85.58328
42.198799,-83.2559835,42.26536,-85.58328
42.26229,-85.594769,42.26536,-85.58328
42.55318,-84.82533,42.26536,-85.58328
42.26229,-85.594769,42.26536,-85.58328
NA,NA,42.26536,-85.58328
47.614658,-122.33536,42.26536,-85.58328
40.758758,-82.51963,42.26536,-85.58328
42.26229,-85.594769,42.26536,-85.58328
32.834626,-96.81629,42.26536,-85.58328
41.1700045,-85.4985185,42.26536,-85.58328
40.536955,-74.296465,42.26536,-85.58328
42.72362,-84.54569,42.26536,-85.58328
47.614658,-122.33536,16.40382,120.5921
39.7478,-104.9406725,11.004723,-74.812281
28.40955,-81.70012,11.004723,-74.812281
40.71186,-74.172502,11.004723,-74.812281
40.839569,-73.881505,11.004723,-74.812281
40.75512,-73.983009,11.004723,-74.812281
NA,NA,11.004723,-74.812281
41.76529,-72.643079,13.09369,103.2081
40.53345,-80.17794,41.91562,-78.76539
30.670728,-97.917711,35.38047,-119.043354
40.80108,-124.167556,35.38047,-119.043354
33.7107605,-117.853377,35.38047,-119.043354
35.62567,-120.69128,35.38047,-119.043354
34.98647,-97.36814,35.38047,-119.043354
36.79204,-119.79045,35.38047,-119.043354
39.7478,-104.9406725,35.38047,-119.043354
37.768556,-120.8422115,35.38047,-119.043354
33.895194,-118.352384,35.38047,-119.043354
34.18706,-119.17745,35.38047,-119.043354
37.609019,-122.496282,35.38047,-119.043354
37.334754,-121.905447,35.38047,-119.043354
35.787317,-119.24923,35.38047,-119.043354
34.059768,-118.312427,35.38047,-119.043354
37.389234,-122.0224,35.38047,-119.043354
35.45915,-86.0547,35.38047,-119.043354
40.84877,-74.48707,35.38047,-119.043354
33.939075,-117.253374,35.38047,-119.043354
33.7107605,-117.853377,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
34.0695,-117.43694,35.38047,-119.043354
32.760625,-117.168396,35.38047,-119.043354
34.171432,-118.335933,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
47.040701,-122.901099,35.38047,-119.043354
33.3569275,-117.247328,35.38047,-119.043354
39.14097,-77.20964,35.38047,-119.043354
33.304212,-111.9007985,35.38047,-119.043354
41.805172,-72.5342185,35.38047,-119.043354
41.801519,-88.1342,35.38047,-119.043354
35.62567,-120.69128,35.38047,-119.043354
36.79204,-119.79045,35.38047,-119.043354
34.171432,-118.335933,35.38047,-119.043354
38.29884,-122.290475,35.38047,-119.043354
38.5958,-121.4831315,35.38047,-119.043354
34.183919,-118.91166,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
33.41234,-111.94607,35.38047,-119.043354
40.76498,-111.897735,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
37.35258,-121.96956,35.38047,-119.043354
38.54203,-121.74231,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
39.140906,-123.205418,35.38047,-119.043354
38.5958,-121.4831315,35.38047,-119.043354
32.760625,-117.168396,35.38047,-119.043354
33.393131,-111.839375,35.38047,-119.043354
33.679011,-117.8395565,35.38047,-119.043354
33.939075,-117.253374,35.38047,-119.043354
34.140194,-118.025184,35.38047,-119.043354
34.5453515,-112.4541675,35.38047,-119.043354
35.36798,-119.04316,35.38047,-119.043354
NA,NA,35.38047,-119.043354
34.059768,-118.312427,35.38047,-119.043354
37.703948,-121.907521,35.38047,-119.043354
NA,NA,13.10476,-59.60057
25.77746,-80.21789,13.10476,-59.60057
34.24724,-110.04429,44.39461,-68.22302
42.35002,-71.070712,44.39461,-68.22302
44.671014,-93.289923,44.39461,-68.22302
38.81754,-76.84446,44.39461,-68.22302
NA,NA,44.39461,-68.22302
40.678072,-73.962318,44.39461,-68.22302
34.03233,-81.03415,44.39461,-68.22302
39.882627,-75.542778,44.39461,-68.22302
44.390648,-68.21742,44.39461,-68.22302
40.59016,-75.52258,44.39461,-68.22302
33.628236,-117.715971,44.39461,-68.22302
40.72762,-73.70882,44.39461,-68.22302
NA,NA,44.39461,-68.22302
43.582394,-70.348626,44.39461,-68.22302
NA,NA,44.39461,-68.22302
NA,NA,44.39461,-68.22302
NA,NA,44.39461,-68.22302
33.616707,-117.900754,44.39461,-68.22302
NA,NA,44.39461,-68.22302
40.59016,-75.52258,44.39461,-68.22302
40.75512,-73.983009,44.39461,-68.22302
40.76121,-73.763355,44.39461,-68.22302
NA,NA,44.39461,-68.22302
42.360385,-71.450911,44.39461,-68.22302
42.089403,-71.056121,44.39461,-68.22302
34.98168,-81.97474,44.39461,-68.22302
38.447515,-105.213455,44.39461,-68.22302
NA,NA,44.39461,-68.22302
41.2720855,-82.836305,44.39461,-68.22302
NA,NA,44.39461,-68.22302
35.1054025,-89.92212,44.39461,-68.22302
35.37845,-78.54026,44.39461,-68.22302
29.769607,-95.42647,44.39461,-68.22302
40.612856,-74.177864,41.18764,-71.57687
38.89478,-104.970575,45.75373,-108.55272
44.91768,-85.38311,45.75373,-108.55272
44.80433,-106.93994,45.75373,-108.55272
47.49418,-111.31273,45.75373,-108.55272
46.591275,-112.00536,45.75373,-108.55272
44.746288,-93.2896245,45.75373,-108.55272
33.19873,-97.13842,45.75373,-108.55272
35.1257775,-120.58828,45.75373,-108.55272
46.591275,-112.00536,45.75373,-108.55272
36.79204,-119.79045,45.75373,-108.55272
38.963475,-92.3246895,45.75373,-108.55272
47.70401,-122.190513,45.75373,-108.55272
42.85669,-106.329927,45.75373,-108.55272
46.878967,-114.034557,45.75373,-108.55272
43.646181,-108.210555,45.75373,-108.55272
44.01731,-107.940475,45.75373,-108.55272
48.09126,-105.63864,45.75373,-108.55272
42.49202,-90.70496,45.75373,-108.55272
44.80433,-106.93994,45.75373,-108.55272
38.84588,-104.806344,45.75373,-108.55272
44.66528,-93.62603,45.75373,-108.55272
43.13084,-77.622215,45.75373,-108.55272
47.52047,-114.06599,45.75373,-108.55272
35.25046,-91.69488,45.75373,-108.55272
47.400365,-122.2481175,45.75373,-108.55272
41.81107,-72.73488,45.75373,-108.55272
39.91887,-105.1271295,45.75373,-108.55272
45.82602,-109.97311,45.75373,-108.55272
45.53246,-122.6637,45.75373,-108.55272
19.723724,-155.090341,45.75373,-108.55272
NA,NA,45.75373,-108.55272
47.49418,-111.31273,45.75373,-108.55272
33.916323,-118.355426,45.75373,-108.55272
39.7478,-104.9406725,45.75373,-108.55272
48.210517,-101.29895,45.75373,-108.55272
NA,NA,45.75373,-108.55272
27.968524,-82.456247,45.75373,-108.55272
32.23391,-110.95488,45.75373,-108.55272
33.862732,-117.880733,45.75373,-108.55272
45.53246,-122.6637,45.75373,-108.55272
NA,NA,45.75373,-108.55272
41.1255065,-104.8335265,45.75373,-108.55272
44.80433,-106.93994,45.75373,-108.55272
46.591275,-112.00536,45.75373,-108.55272
39.79653,-86.160483,45.75373,-108.55272
45.651754,-122.597982,45.75373,-108.55272
45.53246,-122.6637,45.75373,-108.55272
39.969391,-104.82851,45.75373,-108.55272
37.279261,-121.9403045,45.75373,-108.55272
45.821196,-88.05466,45.75373,-108.55272
38.544352,-106.925533,45.75373,-108.55272
33.916323,-118.355426,45.75373,-108.55272
46.591275,-112.00536,45.75373,-108.55272
28.453002,-81.456739,5.980231,116.074808
33.8358,-84.072945,-15.79317,34.99403
36.073454,-95.81553,30.05232,-94.14188
33.028782,-96.7917885,30.05232,-94.14188
32.456538,-97.384392,30.05232,-94.14188
NA,NA,30.05232,-94.14188
29.769607,-95.42647,30.05232,-94.14188
30.06622,-94.13552,30.05232,-94.14188
31.22433,-85.431201,30.05232,-94.14188
29.78457,-95.759305,30.05232,-94.14188
30.3279525,-97.738881,30.05232,-94.14188
27.76968,-97.394731,30.05232,-94.14188
40.82086,-91.14059,40.82209,-91.14154
41.462274,-90.4997225,40.82209,-91.14154
45.75443,-108.54942,45.985898,-112.50807
45.98589,-112.50825,45.985898,-112.50807
NA,NA,45.985898,-112.50807
39.7478,-104.9406725,45.985898,-112.50807
45.69789,-111.04819,45.985898,-112.50807
39.81372,-105.05336,45.985898,-112.50807
33.9230195,-84.4902645,44.438596,26.094817
43.499179,-87.833749,44.438596,26.094817
40.75512,-73.983009,44.438596,26.094817
40.725936,-74.040187,44.438596,26.094817
45.36626,-122.60188,34.1839,-118.3272
32.23391,-110.95488,34.1839,-118.3272
32.43853,-97.779168,34.1839,-118.3272
47.78465,-122.21191,34.1839,-118.3272
34.1461075,-118.129253,34.1839,-118.3272
34.171432,-118.335933,34.1839,-118.3272
33.0414095,-84.9774565,34.1839,-118.3272
34.059768,-118.312427,34.1839,-118.3272
37.7873335,-122.4134715,34.1839,-118.3272
37.76144,-121.4376,34.1839,-118.3272
NA,NA,34.1839,-118.3272
38.96175,-77.08781,34.1839,-118.3272
40.76498,-111.897735,45.69789,-111.04859
47.656476,-117.4183005,45.69789,-111.04859
43.47896,-110.765075,45.69789,-111.04859
39.7001985,-104.8214325,45.69789,-111.04859
46.878967,-114.034557,45.69789,-111.04859
37.334754,-121.905447,45.69789,-111.04859
42.85669,-106.329927,45.69789,-111.04859
35.21836,-97.482731,45.69789,-111.04859
44.52037,-122.90324,45.69789,-111.04859
46.39565,-105.82263,45.69789,-111.04859
41.25553,-96.05259,45.69789,-111.04859
39.91887,-105.1271295,45.69789,-111.04859
33.3569275,-117.247328,45.69789,-111.04859
33.028782,-96.7917885,45.69789,-111.04859
39.7001985,-104.8214325,45.69789,-111.04859
47.614658,-122.33536,45.69789,-111.04859
45.69789,-111.04819,45.69789,-111.04859
34.0695,-117.43694,45.69789,-111.04859
39.7478,-104.9406725,45.69789,-111.04859
39.7478,-104.9406725,45.69789,-111.04859
42.51558,-83.18383,45.69789,-111.04859
40.678072,-73.962318,45.69789,-111.04859
46.591275,-112.00536,45.69789,-111.04859
39.7478,-104.9406725,45.69789,-111.04859
37.7873335,-122.4134715,45.69789,-111.04859
39.7478,-104.9406725,45.69789,-111.04859
46.7855345,-92.103295,45.69789,-111.04859
41.0617,-73.84537,45.69789,-111.04859
44.6605875,-111.103117,45.69789,-111.04859
45.75443,-108.54942,45.69789,-111.04859
31.7824245,-106.408123,34.01451,-81.03724
34.0906905,-81.167738,34.01451,-81.03724
33.20356,-98.15199,34.01451,-81.03724
41.23792,-85.81875,34.01451,-81.03724
30.268643,-81.601406,34.01451,-81.03724
35.979154,-78.5430315,34.01451,-81.03724
NA,NA,34.01451,-81.03724
34.716525,-82.2572835,34.01451,-81.03724
34.844079,-82.33817,34.01451,-81.03724
40.71186,-74.172502,34.01451,-81.03724
38.221425,-85.68279,34.01451,-81.03724
33.932769,-84.211644,34.01451,-81.03724
28.453002,-81.456739,34.01451,-81.03724
34.0759665,-84.65568,34.01451,-81.03724
NA,NA,34.01451,-81.03724
41.6155,-83.69377,34.01451,-81.03724
33.791548,-84.385284,34.01451,-81.03724
35.217613,-80.84905,34.01451,-81.03724
42.55055,-83.0291,34.01451,-81.03724
32.78224,-79.934206,34.01451,-81.03724
35.58406,-82.546765,34.01451,-81.03724
39.92773,-74.95634,34.01451,-81.03724
35.6450085,-80.4806335,34.01451,-81.03724
32.982355,-80.03714,34.01451,-81.03724
38.86012,-77.314029,34.01451,-81.03724
38.84588,-104.806344,34.01451,-81.03724
NA,NA,34.01451,-81.03724
35.68912,-85.76246,34.01451,-81.03724
37.555881,-77.49833,34.01451,-81.03724
NA,NA,34.01451,-81.03724
42.070384,-80.082374,34.01451,-81.03724
41.49974,-81.688915,34.01451,-81.03724
34.03233,-81.03415,34.01451,-81.03724
39.85324,-82.82971,34.01451,-81.03724
NA,NA,34.01451,-81.03724
34.356719,-80.0697,34.01451,-81.03724
38.660257,-90.575921,34.01451,-81.03724
28.8469965,-82.069564,34.01451,-81.03724
41.04669,-81.72854,34.01451,-81.03724
33.791548,-84.385284,34.01451,-81.03724
46.831105,-100.7733845,34.01451,-81.03724
37.809773,-121.99101,34.01451,-81.03724
34.22695,-79.80322,34.01451,-81.03724
39.07966,-78.21605,34.01451,-81.03724
33.482246,-82.0453545,34.01451,-81.03724
26.368648,-80.093476,34.01451,-81.03724
32.8037765,-79.8954985,34.01451,-81.03724
34.0287535,-84.049285,34.01451,-81.03724
40.991544,-72.301023,23.136268,113.312573
33.852426,-117.997933,23.136268,113.312573
36.121975,-115.16696,23.136268,113.312573
38.11028,-122.231289,23.136268,113.312573
36.121975,-115.16696,23.136268,113.312573
34.059768,-118.312427,23.136268,113.312573
26.0187015,-80.116635,23.136268,113.312573
34.059768,-118.312427,23.136268,113.312573
42.540705,-113.792938,23.136268,113.312573
40.839569,-73.881505,23.136268,113.312573
34.08881,-117.67238,23.136268,113.312573
37.389234,-122.0224,23.136268,113.312573
42.35002,-71.070712,23.136268,113.312573
36.121975,-115.16696,23.136268,113.312573
34.059768,-118.312427,23.136268,113.312573
34.139538,-117.980226,23.136268,113.312573
25.477565,-80.44343,23.136268,113.312573
37.763058,-122.269839,23.136268,113.312573
39.7478,-104.9406725,23.136268,113.312573
42.540705,-113.792938,23.136268,113.312573
41.70784,-111.81775,23.136268,113.312573
34.059768,-118.312427,23.136268,113.312573
NA,NA,23.136268,113.312573
29.769607,-95.42647,23.136268,113.312573
41.179005,-73.189438,19.767388,-72.197997
41.179005,-73.189438,19.767388,-72.197997
38.7885,-121.2258,41.77528,-124.0064
28.898121,-81.99878,19.911875,99.835391
33.304212,-111.9007985,37.34874,-108.577522
39.276755,-74.573214,37.34874,-108.577522
37.872764,-109.34288,37.34874,-108.577522
42.416705,-71.104955,37.34874,-108.577522
31.875055,-102.3250195,49.18502,-0.369865
33.420489,-117.611579,-30.285185,153.137805
33.420489,-117.611579,-30.285185,153.137805
39.315243,-84.31537,35.043222,-85.240201
40.349337,-80.049567,35.043222,-85.240201
33.791548,-84.385284,35.043222,-85.240201
32.59326,-90.085855,35.043222,-85.240201
35.826376,-84.277435,35.043222,-85.240201
33.568052,-84.37207,35.043222,-85.240201
NA,NA,35.043222,-85.240201
NA,NA,35.043222,-85.240201
44.974364,-93.27235,35.043222,-85.240201
35.18718,-89.79259,35.043222,-85.240201
32.78224,-79.934206,35.043222,-85.240201
30.715637,-95.56772,35.043222,-85.240201
39.10478,-90.322615,35.043222,-85.240201
42.221997,-88.297742,35.043222,-85.240201
25.928241,-80.245306,35.043222,-85.240201
NA,NA,35.043222,-85.240201
36.15244,-86.7322445,35.043222,-85.240201
39.7478,-104.9406725,35.043222,-85.240201
34.67347,-86.490955,35.043222,-85.240201
29.769607,-95.42647,35.043222,-85.240201
34.0759665,-84.65568,35.043222,-85.240201
42.1605895,-70.9021595,35.043222,-85.240201
35.0413,-85.2085095,35.043222,-85.240201
33.172644,-87.524657,35.043222,-85.240201
41.89042,-87.62904,35.043222,-85.240201
35.84452,-86.42971,35.043222,-85.240201
32.834626,-96.81629,35.043222,-85.240201
35.18718,-89.79259,35.043222,-85.240201
35.2860925,-120.6654125,35.043222,-85.240201
25.866737,-80.324135,35.043222,-85.240201
25.77746,-80.21789,35.043222,-85.240201
35.84452,-86.42971,35.043222,-85.240201
44.95099,-89.66065,35.043222,-85.240201
35.0413,-85.2085095,35.043222,-85.240201
42.1605895,-70.9021595,35.043222,-85.240201
40.839569,-73.881505,35.043222,-85.240201
NA,NA,35.043222,-85.240201
35.48753,-86.457542,35.043222,-85.240201
36.15244,-86.7322445,35.043222,-85.240201
42.1605895,-70.9021595,35.043222,-85.240201
29.769607,-95.42647,35.043222,-85.240201
NA,NA,35.043222,-85.240201
33.9801,-88.47571,35.043222,-85.240201
37.07874,-88.67779,35.043222,-85.240201
36.15244,-86.7322445,35.043222,-85.240201
32.57429,-85.49727,35.043222,-85.240201
35.74705,-86.93496,35.043222,-85.240201
NA,NA,35.043222,-85.240201
36.243895,-93.125951,35.043222,-85.240201
41.129244,-73.243798,35.043222,-85.240201
33.679011,-117.8395565,35.043222,-85.240201
44.974364,-93.27235,35.043222,-85.240201
33.175546,-86.294656,35.043222,-85.240201
34.1993455,-118.4662185,31.66261,-106.4475
26.229973,-80.0913085,31.66261,-106.4475
33.292222,-111.753158,31.66261,-106.4475
32.8643,-96.639036,31.66261,-106.4475
43.598746,-116.573115,31.66261,-106.4475
42.071526,-88.288812,31.66261,-106.4475
33.393131,-111.839375,31.66261,-106.4475
36.121975,-115.16696,31.66261,-106.4475
32.23391,-110.95488,31.66261,-106.4475
33.982411,-118.230254,31.66261,-106.4475
37.66413,-121.01701,31.66261,-106.4475
48.438195,-122.3431405,31.66261,-106.4475
29.769607,-95.42647,31.66261,-106.4475
45.150355,-122.88072,31.66261,-106.4475
33.715309,-118.008376,31.66261,-106.4475
33.541725,-112.25903,31.66261,-106.4475
36.22325,-119.33331,31.66261,-106.4475
36.79204,-119.79045,31.66261,-106.4475
36.218332,-115.128578,31.66261,-106.4475
32.360651,-86.2242505,31.66261,-106.4475
38.5793,-121.54638,31.66261,-106.4475
26.176243,-80.227383,9.611214,-13.591
34.105058,-117.817386,33.12571,-117.2883
33.78681,-116.96243,33.12571,-117.2883
37.495337,-121.948559,33.12571,-117.2883
33.861323,-117.925135,33.12571,-117.2883
39.289015,-76.61439,33.12571,-117.2883
33.861323,-117.925135,33.12571,-117.2883
33.679011,-117.8395565,33.12571,-117.2883
37.35258,-121.96956,33.12571,-117.2883
NA,NA,33.12571,-117.2883
38.90522,-77.036549,33.12571,-117.2883
33.929817,-118.130462,33.12571,-117.2883
41.40527,-73.462148,33.12571,-117.2883
37.4249015,-121.9126735,33.12571,-117.2883
34.059768,-118.312427,33.12571,-117.2883
NA,NA,33.12571,-117.2883
32.760625,-117.168396,33.12571,-117.2883
34.059768,-118.312427,33.12571,-117.2883
34.0287535,-84.049285,33.12571,-117.2883
38.90522,-77.036549,33.12571,-117.2883
38.64695,-121.11801,33.12571,-117.2883
37.334754,-121.905447,33.12571,-117.2883
37.6651305,-122.097464,33.12571,-117.2883
39.31789,-84.4959,33.12571,-117.2883
33.785372,-117.914994,33.12571,-117.2883
34.28104,-118.78159,33.12571,-117.2883
38.6779,-121.322225,33.12571,-117.2883
35.36798,-119.04316,33.12571,-117.2883
42.684949,-71.140355,33.12571,-117.2883
37.495337,-121.948559,33.12571,-117.2883
34.059768,-118.312427,33.12571,-117.2883
48.1135255,-122.769124,33.12571,-117.2883
32.9912825,-117.2077415,33.12571,-117.2883
NA,NA,33.12571,-117.2883
40.45272,-122.291809,33.12571,-117.2883
33.7107605,-117.853377,33.12571,-117.2883
32.760625,-117.168396,33.12571,-117.2883
47.193005,-122.463104,33.12571,-117.2883
33.789868,-118.154554,33.12571,-117.2883
43.582394,-70.348626,33.12571,-117.2883
32.23391,-110.95488,33.12571,-117.2883
32.760625,-117.168396,33.12571,-117.2883
29.7862555,-98.734732,30.62921,-96.31858
29.70265,-98.09754,30.62921,-96.31858
32.792224,-96.630147,30.62921,-96.31858
32.7537095,-97.0795805,30.62921,-96.31858
31.55322,-97.12989,30.62921,-96.31858
32.642812,-85.354929,30.62921,-96.31858
29.665193,-95.178331,30.62921,-96.31858
29.769607,-95.42647,30.62921,-96.31858
NA,NA,30.62921,-96.31858
32.792224,-96.630147,30.62921,-96.31858
NA,NA,30.62921,-96.31858
NA,NA,30.62921,-96.31858
35.65262,-97.45718,30.62921,-96.31858
